FMT, 128, 89, FMT, BBnNZ, Type,Length,Name,Format,Columns
FMTU, 5382383, 171, svvA?JOw, F000?/?0
FMTU, 5382402, 172, svvA?JOw, F000?/?0
FMTU, 5382551, 173, svvA?JOw, F000?/?0
FMTU, 5382732, 174, svvA?JOw, F000?/?0
FMTU, 5382750, 175, svvA?JOw, F000?/?0
FMTU, 5382769, 176, svvvvvvvvvvv, F00000000000
FMTU, 5382788, 177, svvvvvvvvvvv, F00000000000
FMTU, 5382806, 178, svvvvvvvvvvv, F00000000000
FMTU, 5382825, 179, svvvvvvvvvvv, F00000000000
FMTU, 5382844, 180, svvvvvvvvvvv, F00000000000
FMTU, 5382863, 181, svvvvvvvvvvv, F00000000000
FMTU, 5382882, 182, svvvvvvvvvvv, F00000000000
FMTU, 5383043, 183, svvvvvvvvvvv, F00000000000
FMTU, 5383062, 184, svvvvvvvvvvv, F00000000000
FMTU, 5383081, 166, sddddhhdh, FBBBBBBBB
FMTU, 5383100, 185, sGGGGGGGGG-s, FCCCCCCCCC-F
FMTU, 5383118, 188, s---, F---
FMTU, 5383136, 215, s#m--, F-B--
FMTU, 5383166, 217, s-------------, C-------------
FMTU, 5383291, 237, s--mmmmmmm, F--BBBBBBB
FMTU, 5383309, 238, s-mmmmmmmmmhm, F-00000000000
FMTU, 5383328, 244, s---b%-----s, F---0A-----F
FMTU, 5383347, 240, s----mmm, F----000
FMTU, 5383365, 252, sbddmDUDU, F----GGGG
FMTU, 5383545, 253, sbbbbDUDU, F----GGGG
FMTU, 5383563, 138, sEEEooo--O--zz, F000000-----00
FMTU, 5383583, 148, sEEEooo--O--zz, F000000-----00
FMTU, 5383602, 141, sddhmDU????, FBBB0GG????
FMTU, 5383620, 199, sDUmmm, FGG000
FMTU, 5383638, 142, sddhmDU????, FBBB0GG????
FMTU, 5383728, 64, sddhnnnnmmmkkkm, FBBB0000000BBBB
FMTU, 5383747, 65, s----nnGGGGGG-, F----BBCCCCCC-
FMTU, 5383766, 66, snnnmmmGGG??, FBBBBBBCCCBB
FMTU, 5383785, 67, s------??-----, F------??-----
FMTU, 5383804, 68, s----m???mrnm, F----BBBBB000
FMTU, 5383823, 69, sddhnnn-mmmkkkm, FBBB000-000BBBB
FMTU, 5383842, 70, s----nnGGGGGG-, F----BBCCCCCC-
FMTU, 5384006, 71, snnnmmmGGGd?, FBBBBBBCCCBB
FMTU, 5384025, 72, s-----???-----, F-----???-----
FMTU, 5384044, 73, s-m---mmmmmmmm, F-B---BBBBBBBB
FMTU, 5384063, 74, sddhnnn-mmmkkkm, FBBB000-000BBBB
FMTU, 5384082, 75, s----nnGGGGGG-, F----BBCCCCCC-
FMTU, 5384101, 76, snnnmmmGGGd?, FBBBBBBCCCBB
FMTU, 5384124, 77, s-----???-----, F-----???-----
FMTU, 5384143, 78, s????, F????
FMTU, 5384264, 79, s????, F????
FMTU, 5384283, 80, s????, F????
FMTU, 5384301, 81, sddhnnnnmmmkkkm, FBBB0000000BBBB
FMTU, 5384320, 82, s---nnGGGGGG-, F---BBCCCCCC-
FMTU, 5384416, 83, snnnmmmGGG??, FBBBBBBCCCBB
FMTU, 5384474, 84, s------??-----, F------??-----
FMTU, 5384493, 85, s----m???mrnm, F----BBBBB000
FMTU, 5384512, 86, sddhnnn-mmmkkkm, FBBB000-000BBBB
FMTU, 5384531, 87, s---nnGGGGGG-, F---BBCCCCCC-
FMTU, 5384550, 88, snnnmmmGGGd?, FBBBBBBCCCBB
FMTU, 5384569, 89, s-----???-----, F-----???-----
FMTU, 5384588, 90, s-m---mmmmmmmm, F-B---BBBBBBBB
FMTU, 5384607, 91, sddhnnn-mmmkkkm, FBBB000-000BBBB
FMTU, 5384626, 92, s---nnGGGGGG-, F---BBCCCCCC-
FMTU, 5384716, 93, snnnmmmGGGd?, FBBBBBBCCCBB
FMTU, 5384735, 94, s-----???-----, F-----???-----
FMTU, 5384759, 95, s????, F????
FMTU, 5384778, 96, s????, F????
FMTU, 5384796, 97, s????, F????
FMTU, 5384814, 98, s------, F------
FMTU, 5384832, 99, s------------, F------------
FMTU, 5384851, 100, s------------, F------------
FMTU, 5384870, 149, s-DU-mm--, F-GG-00--
FMTU, 5385032, 150, s------, F------
FMTU, 5385050, 151, s-----, F-----
FMTU, 5385068, 152, s------, F------
FMTU, 5385087, 153, s-----, F-----
FMTU, 5385105, 189, s--S-------, F--0-------
FMTU, 5385123, 190, s-----, F-----
FMTU, 5385142, 191, s------------, F------------
FMTU, 5385161, 192, s----DUm-nnnh, F----000-0000
FMTU, 5385191, 154, sqvAO-, FBBBB-
FMTU, 5385209, 155, sqvAO-, FBBBB-
FMTU, 5385329, 156, sqvAO-, FBBBB-
FMTU, 5385348, 157, sqvAO-, FBBBB-
FMTU, 5385366, 158, sqvAO-, FBBBB-
FMTU, 5385384, 159, sqvAO-, FBBBB-
FMTU, 5385532, 160, sqvAO-, FBBBB-
FMTU, 5385587, 161, sqvAO-, FBBBB-
FMTU, 5385605, 162, s#---%, F-0000
FMTU, 5385623, 163, s#-vAOq%, F-000000
FMTU, 5385669, 186, sGGGGGGGGG-s, FCCCCCCCCC-F
FMTU, 5385731, 187, sGGGGGGGGG-s, FCCCCCCCCC-F
FMTU, 5385750, 193, ssnnn, FF000
FMTU, 5385768, 194, ssnnn, FF000
FMTU, 5385786, 195, ssnnn, FF000
FMTU, 5385804, 196, ssEEE, FF000
FMTU, 5385822, 197, ssEEE, FF000
FMTU, 5385840, 198, ssEEE, FF000
FMTU, 5385858, 200, s-------, F-------
FMTU, 5385877, 201, s-------, F-------
FMTU, 5386038, 202, s-------, F-------
FMTU, 5386057, 203, s-------, F-------
FMTU, 5386075, 204, s-------, F-------
FMTU, 5386093, 205, s??DUm--------, F??000--------
FMTU, 5386113, 164, smPOnsmO-, F00B0C?0-
FMTU, 5386131, 216, smPOnsmO-, F00B0C?0-
FMTU, 5386150, 206, s------, F------
FMTU, 5386168, 207, ssssrrrnnn, FF00000000
FMTU, 5386282, 208, ssssrrrnnn, FF00000000
FMTU, 5386301, 209, ssssrrrnnn, FF00000000
FMTU, 5386341, 241, s-----sz, F-----F-
FMTU, 5386359, 242, s--ooo, F--???
FMTU, 5386502, 210, s-DUm, F-GGB
FMTU, 5386556, 239, s--b---, F--0---
FMTU, 5386575, 211, sqq, F00
FMTU, 5386592, 230, ssrrrEEELLL, CC000000000
FMTU, 5386611, 231, s-rrrEEELLL, C-000000000
FMTU, 5386630, 232, s???, C???
FMTU, 5386719, 233, skk-kk-kk-oo-, F?????????BB-
FMTU, 5386738, 234, s--DUm, F--GGB
FMTU, 5386756, 248, s#---, F-000
FMTU, 5386774, 235, ssrrrmmm-, FF000000-
FMTU, 5386792, 245, s-EEEE, F-0000
FMTU, 5386811, 247, sm-m-, F0-0-
FMTU, 5386829, 250, s-DUmhnn-, F-GGCBCC-
FMTU, 5386847, 221, s---, F---
FMTU, 5386865, 226, s--b----, F--0----
FMTU, 5387032, 227, s??????????????, F??????????????
FMTU, 5387052, 246, s-, F-
FMTU, 5387083, 228, s?????, F?????
FMTU, 5387101, 251, s--, F--
FMTU, 5387119, 249, s--, F--
FMTU, 5387137, 7, s----, F----
FMTU, 5387155, 0, s----mmmmmmnnz, F----00B000BB-
FMTU, 5387174, 6, s-vw-, F-00-
FMTU, 5387363, 1, s--, F--
FMTU, 5387543, 2, s--, F--
FMTU, 5387561, 3, s--, F--
FMTU, 5387579, 4, s--, F--
FMTU, 5387597, 5, s--, F--
FMTU, 5387615, 8, s----, F----
FMTU, 5387633, 9, s--ddmmddms--, F--00BB00BC--
FMTU, 5387722, 11, ss-zkkkooo, F---------
FMTU, 5387747, 12, s--ssssss, F--------
FMTU, 5387765, 10, s-mmmnnn, F-000000
PARM, 5387787, SYSID_SW_MREV, 120
PARM, 5387807, SYSID_THISMAV, 1
PARM, 5387828, SYSID_MYGCS, 255
PARM, 5387849, PILOT_THR_FILT, 0
PARM, 5388011, PILOT_TKOFF_ALT, 0
PARM, 5388032, PILOT_THR_BHV, 0
PARM, 5388055, SERIAL0_BAUD, 115
PARM, 5388081, SERIAL0_PROTOCOL, 2
PARM, 5388108, SERIAL1_PROTOCOL, 1
PARM, 5388133, SERIAL1_BAUD, 57
PARM, 5388247, SERIAL2_PROTOCOL, 1
PARM, 5388274, SERIAL2_BAUD, 57
PARM, 5388302, SERIAL3_PROTOCOL, 5
PARM, 5388329, SERIAL3_BAUD, 38
PARM, 5388500, SERIAL4_PROTOCOL, 5
PARM, 5388528, SERIAL4_BAUD, 38
PARM, 5388559, SERIAL5_PROTOCOL, -1
PARM, 5388587, SERIAL5_BAUD, 57
PARM, 5388616, SERIAL1_OPTIONS, 0
PARM, 5388717, SERIAL2_OPTIONS, 0
PARM, 5388747, SERIAL3_OPTIONS, 0
PARM, 5388777, SERIAL4_OPTIONS, 0
PARM, 5388808, SERIAL5_OPTIONS, 0
PARM, 5388842, SERIAL_PASS1, 0
PARM, 5388878, SERIAL_PASS2, -1
PARM, 5389057, SERIAL_PASSTIMO, 15
PARM, 5389084, TELEM_DELAY, 0
PARM, 5389105, GCS_PID_MASK, 0
PARM, 5389125, RTL_ALT, 1500
PARM, 5389146, RTL_CONE_SLOPE, 3
PARM, 5389167, RTL_SPEED, 0
PARM, 5389187, RTL_ALT_FINAL, 0
PARM, 5389308, RTL_CLIMB_MIN, 0
PARM, 5389329, RTL_LOIT_TIME, 5000
PARM, 5389349, RNGFND_GAIN, 0.8
PARM, 5389371, FS_GCS_ENABLE, 0
PARM, 5389585, GPS_HDOP_GOOD, 140
PARM, 5389606, SUPER_SIMPLE, 0
PARM, 5389628, WP_YAW_BEHAVIOR, 3
PARM, 5389734, LAND_SPEED, 50
PARM, 5389755, LAND_SPEED_HIGH, 0
PARM, 5389776, PILOT_SPEED_UP, 250
PARM, 5389796, PILOT_ACCEL_Z, 250
PARM, 5389818, FS_THR_ENABLE, 1
PARM, 5389839, FS_THR_VALUE, 975
PARM, 5389859, THR_DZ, 100
PARM, 5389880, FLTMODE1, 6
PARM, 5390037, FLTMODE2, 2
PARM, 5390058, FLTMODE3, 0
PARM, 5390079, FLTMODE4, 0
PARM, 5390100, FLTMODE5, 5
PARM, 5390254, FLTMODE6, 1
PARM, 5390368, FLTMODE_CH, 5
PARM, 5390389, SIMPLE, 0
PARM, 5390433, LOG_BITMASK, 176126
PARM, 5390454, ESC_CALIBRATION, 0
PARM, 5390475, TUNE, 0
PARM, 5390496, FRAME_TYPE, 1
PARM, 5390520, ARMING_ACCTHRESH, 0.75
PARM, 5390546, ARMING_RUDDER, 2
PARM, 5390725, ARMING_MIS_ITEMS, 0
PARM, 5390756, ARMING_CHECK, 1
PARM, 5390780, DISARM_DELAY, 10
PARM, 5390800, ANGLE_MAX, 4500
PARM, 5390821, PHLD_BRAKE_RATE, 4
PARM, 5390842, PHLD_BRAKE_ANGLE, 800
PARM, 5390863, LAND_REPOSITION, 1
PARM, 5390984, FS_EKF_ACTION, 1
PARM, 5391047, FS_EKF_THRESH, 0.8
PARM, 5391068, FS_CRASH_CHECK, 1
PARM, 5391089, RC_SPEED, 125
PARM, 5391109, ACRO_RP_P, 4.5
PARM, 5391130, ACRO_YAW_P, 4.5
PARM, 5391150, ACRO_BAL_ROLL, 1
PARM, 5391283, ACRO_BAL_PITCH, 1
PARM, 5391304, ACRO_TRAINER, 2
PARM, 5391325, ACRO_RP_EXPO, 0.3
PARM, 5391350, CAM_TRIGG_TYPE, 0
PARM, 5391561, CAM_DURATION, 10
PARM, 5391585, CAM_SERVO_ON, 1300
PARM, 5391610, CAM_SERVO_OFF, 1100
PARM, 5391636, CAM_TRIGG_DIST, 0
PARM, 5391734, CAM_RELAY_ON, 1
PARM, 5391761, CAM_MIN_INTERVAL, 0
PARM, 5391788, CAM_MAX_ROLL, 0
PARM, 5391817, CAM_FEEDBACK_PIN, -1
PARM, 5391848, CAM_FEEDBACK_POL, 1
PARM, 5392064, CAM_AUTO_ONLY, 0
PARM, 5392095, CAM_TYPE, 0
PARM, 5392124, RELAY_PIN, 54
PARM, 5392149, RELAY_PIN2, 55
PARM, 5392175, RELAY_PIN3, -1
PARM, 5392202, RELAY_PIN4, -1
PARM, 5392325, RELAY_DEFAULT, 0
PARM, 5392354, RELAY_PIN5, -1
PARM, 5392382, RELAY_PIN6, -1
PARM, 5392762, CHUTE_ENABLED, 0
PARM, 5392789, LGR_STARTUP, 0
PARM, 5392815, LGR_DEPLOY_PIN, -1
PARM, 5392841, LGR_DEPLOY_POL, 0
PARM, 5392867, LGR_WOW_PIN, -1
PARM, 5392895, LGR_WOW_POL, 0
PARM, 5393069, LGR_DEPLOY_ALT, 0
PARM, 5393096, LGR_RETRACT_ALT, 0
PARM, 5393124, IM_ACRO_COL_EXP, 0
PARM, 5393150, IM_STB_COL_1, 0
PARM, 5393177, IM_STB_COL_2, 40
PARM, 5393204, IM_STB_COL_3, 60
PARM, 5393320, IM_STB_COL_4, 100
PARM, 5393349, COMPASS_OFS_X, -472.6696
PARM, 5393374, COMPASS_OFS_Y, 276.8222
PARM, 5393399, COMPASS_OFS_Z, -249.7853
PARM, 5393601, COMPASS_DEC, 0
PARM, 5393628, COMPASS_LEARN, 0
PARM, 5393726, COMPASS_USE, 1
PARM, 5393759, COMPASS_AUTODEC, 1
PARM, 5393788, COMPASS_MOTCT, 0
PARM, 5393819, COMPASS_MOT_X, 0
PARM, 5393846, COMPASS_MOT_Y, 0
PARM, 5393874, COMPASS_MOT_Z, 0
PARM, 5394047, COMPASS_ORIENT, 0
PARM, 5394077, COMPASS_EXTERNAL, 1
PARM, 5394110, COMPASS_OFS2_X, -669.6909
PARM, 5394139, COMPASS_OFS2_Y, 175.6911
PARM, 5394168, COMPASS_OFS2_Z, 332.5703
PARM, 5394292, COMPASS_MOT2_X, 0
PARM, 5394322, COMPASS_MOT2_Y, 0
PARM, 5394351, COMPASS_MOT2_Z, 0
PARM, 5394438, COMPASS_PRIMARY, 2
PARM, 5394604, COMPASS_OFS3_X, 177.2926
PARM, 5394635, COMPASS_OFS3_Y, 539.7619
PARM, 5394736, COMPASS_OFS3_Z, 377.1181
PARM, 5394772, COMPASS_MOT3_X, 0
PARM, 5394803, COMPASS_MOT3_Y, 0
PARM, 5394833, COMPASS_MOT3_Z, 0
PARM, 5394864, COMPASS_DEV_ID, 592905
PARM, 5395037, COMPASS_DEV_ID2, 131874
PARM, 5395068, COMPASS_DEV_ID3, 263178
PARM, 5395104, COMPASS_USE2, 0
PARM, 5395140, COMPASS_ORIENT2, 0
PARM, 5395176, COMPASS_EXTERN2, 0
PARM, 5395310, COMPASS_USE3, 1
PARM, 5395348, COMPASS_ORIENT3, 0
PARM, 5395386, COMPASS_EXTERN3, 0
PARM, 5395610, COMPASS_DIA_X, 0.9977211
PARM, 5395715, COMPASS_DIA_Y, 1.000024
PARM, 5395750, COMPASS_DIA_Z, 0.9993072
PARM, 5395792, COMPASS_ODI_X, -0.004682566
PARM, 5395827, COMPASS_ODI_Y, -0.01800991
PARM, 5396009, COMPASS_ODI_Z, 0.006101857
PARM, 5396052, COMPASS_DIA2_X, 1
PARM, 5396088, COMPASS_DIA2_Y, 1
PARM, 5396124, COMPASS_DIA2_Z, 1
PARM, 5396243, COMPASS_ODI2_X, 0
PARM, 5396291, COMPASS_ODI2_Y, 0
PARM, 5396404, COMPASS_ODI2_Z, 0
PARM, 5396488, COMPASS_DIA3_X, 0.7366463
PARM, 5396525, COMPASS_DIA3_Y, 0.4420802
PARM, 5396562, COMPASS_DIA3_Z, 0.6959131
PARM, 5396629, COMPASS_ODI3_X, 0.006932628
PARM, 5396736, COMPASS_ODI3_Y, 0.0116514
PARM, 5396779, COMPASS_ODI3_Z, -0.1075846
PARM, 5396815, COMPASS_CAL_FIT, 16
PARM, 5396852, COMPASS_OFFS_MAX, 1800
PARM, 5397406, COMPASS_PMOT_EN, 0
PARM, 5406130, COMPASS_TYPEMASK, 32
PARM, 5406181, COMPASS_FLTR_RNG, 0
PARM, 5406233, COMPASS_AUTO_ROT, 2
PARM, 5406428, COMPASS_EXP_DID, -1
PARM, 5406472, COMPASS_EXP_DID2, -1
PARM, 5406593, COMPASS_EXP_DID3, -1
PARM, 5406764, COMPASS_ENABLE, 1
PARM, 5406809, COMPASS_SCALE, 0
PARM, 5406854, COMPASS_SCALE2, 1.038643
PARM, 5407264, COMPASS_SCALE3, 0.9635597
PARM, 5407414, COMPASS_OPTIONS, 0
PARM, 5407456, INS_GYROFFS_X, -0.003441882
PARM, 5407481, INS_GYROFFS_Y, 0.003336786
PARM, 5407506, INS_GYROFFS_Z, -0.01208016
PARM, 5407612, INS_GYR2OFFS_X, -0.01410917
PARM, 5407638, INS_GYR2OFFS_Y, 0.0139801
PARM, 5407734, INS_GYR2OFFS_Z, -0.03121494
PARM, 5407762, INS_GYR3OFFS_X, -0.003792333
PARM, 5407787, INS_GYR3OFFS_Y, 0.005757361
PARM, 5407813, INS_GYR3OFFS_Z, 0.01640229
PARM, 5407842, INS_ACCSCAL_X, 0.9996914
PARM, 5408010, INS_ACCSCAL_Y, 0.9990588
PARM, 5408036, INS_ACCSCAL_Z, 0.9928773
PARM, 5408066, INS_ACCOFFS_X, -0.1687139
PARM, 5408092, INS_ACCOFFS_Y, -0.04031568
PARM, 5408208, INS_ACCOFFS_Z, -0.06670774
PARM, 5408239, INS_ACC2SCAL_X, 1.020507
PARM, 5408266, INS_ACC2SCAL_Y, 1.048103
PARM, 5408466, INS_ACC2SCAL_Z, 1.036166
PARM, 5408497, INS_ACC2OFFS_X, -0.08740315
PARM, 5408525, INS_ACC2OFFS_Y, 0.03116219
PARM, 5408552, INS_ACC2OFFS_Z, 1.258362
PARM, 5408584, INS_ACC3SCAL_X, 0.9978423
PARM, 5408612, INS_ACC3SCAL_Y, 0.9996356
PARM, 5408641, INS_ACC3SCAL_Z, 0.9921587
PARM, 5408750, INS_ACC3OFFS_X, -0.0888835
PARM, 5408778, INS_ACC3OFFS_Y, -0.2661799
PARM, 5408807, INS_ACC3OFFS_Z, -0.1584038
PARM, 5408835, INS_GYRO_FILTER, 20
PARM, 5408864, INS_ACCEL_FILTER, 20
PARM, 5409039, INS_USE, 1
PARM, 5409072, INS_USE2, 1
PARM, 5409104, INS_USE3, 1
PARM, 5409134, INS_STILL_THRESH, 2.5
PARM, 5409173, INS_GYR_CAL, 1
PARM, 5409312, INS_TRIM_OPTION, 1
PARM, 5409348, INS_ACC_BODYFIX, 2
PARM, 5409530, INS_POS1_X, 0
PARM, 5409598, INS_POS1_Y, 0
PARM, 5409630, INS_POS1_Z, 0
PARM, 5409739, INS_POS2_X, 0
PARM, 5409772, INS_POS2_Y, 0
PARM, 5409804, INS_POS2_Z, 0
PARM, 5409844, INS_POS3_X, 0
PARM, 5409877, INS_POS3_Y, 0
PARM, 5410052, INS_POS3_Z, 0
PARM, 5410085, INS_GYR_ID, 2359586
PARM, 5410118, INS_GYR2_ID, 2229282
PARM, 5410151, INS_GYR3_ID, 2360330
PARM, 5410185, INS_ACC_ID, 1442082
PARM, 5410324, INS_ACC2_ID, 1114914
PARM, 5410358, INS_ACC3_ID, 1442826
PARM, 5410528, INS_FAST_SAMPLE, 5
PARM, 5410614, INS_NOTCH_ENABLE, 0
PARM, 5410729, INS_LOG_BAT_CNT, 1024
PARM, 5410781, INS_LOG_BAT_MASK, 0
PARM, 5410834, INS_LOG_BAT_OPT, 0
PARM, 5411034, INS_LOG_BAT_LGIN, 20
PARM, 5411079, INS_LOG_BAT_LGCT, 32
PARM, 5411132, INS_ENABLE_MASK, 127
PARM, 5411590, INS_HNTCH_ENABLE, 0
PARM, 5411629, WPNAV_SPEED, 500
PARM, 5411743, WPNAV_RADIUS, 200
PARM, 5411767, WPNAV_SPEED_UP, 250
PARM, 5411792, WPNAV_SPEED_DN, 150
PARM, 5411818, WPNAV_ACCEL, 100
PARM, 5411844, WPNAV_ACCEL_Z, 100
PARM, 5412033, WPNAV_RFND_USE, 1
PARM, 5412059, LOIT_ANG_MAX, 0
PARM, 5412083, LOIT_SPEED, 3000
PARM, 5412107, LOIT_ACC_MAX, 500
PARM, 5412254, LOIT_BRK_ACCEL, 125
PARM, 5412455, LOIT_BRK_JERK, 250
PARM, 5412481, LOIT_BRK_DELAY, 1
PARM, 5412513, CIRCLE_RADIUS, 1000
PARM, 5412537, CIRCLE_RATE, 20
PARM, 5412561, CIRCLE_CONTROL, 1
PARM, 5412590, ATC_SLEW_YAW, 6000
PARM, 5412617, ATC_ACCEL_Y_MAX, 27000
PARM, 5412661, ATC_RATE_FF_ENAB, 1
PARM, 5412872, ATC_ACCEL_R_MAX, 110000
PARM, 5412901, ATC_ACCEL_P_MAX, 110000
PARM, 5412933, ATC_ANGLE_BOOST, 1
PARM, 5412966, ATC_ANG_RLL_P, 4.5
PARM, 5413001, ATC_ANG_PIT_P, 4.5
PARM, 5413181, ATC_ANG_YAW_P, 4.5
PARM, 5413217, ATC_ANG_LIM_TC, 1
PARM, 5413259, ATC_RATE_R_MAX, 0
PARM, 5413517, ATC_RATE_P_MAX, 0
PARM, 5413555, ATC_RATE_Y_MAX, 0
PARM, 5413593, ATC_INPUT_TC, 0.15
PARM, 5413630, ATC_HOVR_ROL_TRM, 300
PARM, 5413824, ATC_RAT_RLL_P, 0.024
PARM, 5413865, ATC_RAT_RLL_I, 0.6
PARM, 5413907, ATC_RAT_RLL_D, 0.001
PARM, 5414066, ATC_RAT_RLL_VFF, 0.06
PARM, 5414109, ATC_RAT_RLL_IMAX, 1
PARM, 5414152, ATC_RAT_RLL_ILMI, 0
PARM, 5414268, ATC_RAT_RLL_FLTT, 10
PARM, 5414312, ATC_RAT_RLL_FLTE, 20
PARM, 5414548, ATC_RAT_RLL_FLTD, 0
PARM, 5414595, ATC_RAT_PIT_P, 0.024
PARM, 5414642, ATC_RAT_PIT_I, 0.6
PARM, 5414766, ATC_RAT_PIT_D, 0.001
PARM, 5414813, ATC_RAT_PIT_VFF, 0.06
PARM, 5414862, ATC_RAT_PIT_IMAX, 1
PARM, 5415054, ATC_RAT_PIT_ILMI, 0
PARM, 5415103, ATC_RAT_PIT_FLTT, 10
PARM, 5415153, ATC_RAT_PIT_FLTE, 20
PARM, 5415282, ATC_RAT_PIT_FLTD, 0
PARM, 5415335, ATC_RAT_YAW_P, 0.18
PARM, 5415585, ATC_RAT_YAW_I, 0.12
PARM, 5415638, ATC_RAT_YAW_D, 0.003
PARM, 5415774, ATC_RAT_YAW_VFF, 0.024
PARM, 5415828, ATC_RAT_YAW_IMAX, 1
PARM, 5416021, ATC_RAT_YAW_ILMI, 0
PARM, 5416076, ATC_RAT_YAW_FLTT, 10
PARM, 5416132, ATC_RAT_YAW_FLTE, 20
PARM, 5416268, ATC_RAT_YAW_FLTD, 0
PARM, 5416532, ATC_PIRO_COMP, 0
PARM, 5416573, PSC_ACC_XY_FILT, 2
PARM, 5416600, PSC_POSZ_P, 1
PARM, 5427880, PSC_VELZ_P, 5
PARM, 5428052, PSC_ACCZ_P, 0.28
PARM, 5428085, PSC_ACCZ_I, 1
PARM, 5428117, PSC_ACCZ_D, 0
PARM, 5428171, PSC_ACCZ_FF, 0
PARM, 5428288, PSC_ACCZ_IMAX, 800
PARM, 5428322, PSC_ACCZ_FLTT, 0
PARM, 5428361, PSC_ACCZ_FLTE, 20
PARM, 5428558, PSC_ACCZ_FLTD, 0
PARM, 5428606, PSC_POSXY_P, 1
PARM, 5428717, PSC_VELXY_P, 1
PARM, 5428757, PSC_VELXY_I, 0.5
PARM, 5428797, PSC_VELXY_IMAX, 1000
PARM, 5428838, PSC_VELXY_FILT, 5
PARM, 5428879, PSC_VELXY_D, 0
PARM, 5429070, PSC_VELXY_D_FILT, 5
PARM, 5429110, PSC_ANGLE_MAX, 0
PARM, 5429144, SR0_RAW_SENS, 0
PARM, 5429189, SR0_EXT_STAT, 0
PARM, 5429296, SR0_RC_CHAN, 0
PARM, 5429321, SR0_RAW_CTRL, 0
PARM, 5429347, SR0_POSITION, 0
PARM, 5429372, SR0_EXTRA1, 0
PARM, 5429561, SR0_EXTRA2, 0
PARM, 5429598, SR0_EXTRA3, 0
PARM, 5429625, SR0_PARAMS, 0
PARM, 5429724, SR0_ADSB, 0
PARM, 5429756, SR1_RAW_SENS, 0
PARM, 5429780, SR1_EXT_STAT, 0
PARM, 5429804, SR1_RC_CHAN, 0
PARM, 5429829, SR1_RAW_CTRL, 0
PARM, 5429854, SR1_POSITION, 0
PARM, 5429880, SR1_EXTRA1, 0
PARM, 5430049, SR1_EXTRA2, 0
PARM, 5430075, SR1_EXTRA3, 0
PARM, 5430102, SR1_PARAMS, 0
PARM, 5430129, SR1_ADSB, 0
PARM, 5430156, SR2_RAW_SENS, 0
PARM, 5430180, SR2_EXT_STAT, 0
PARM, 5430303, SR2_RC_CHAN, 0
PARM, 5430328, SR2_RAW_CTRL, 0
PARM, 5430353, SR2_POSITION, 0
PARM, 5430434, SR2_EXTRA1, 0
PARM, 5430571, SR2_EXTRA2, 0
PARM, 5430609, SR2_EXTRA3, 0
PARM, 5430636, SR2_PARAMS, 0
PARM, 5430734, SR2_ADSB, 0
PARM, 5430761, SR3_RAW_SENS, 0
PARM, 5430785, SR3_EXT_STAT, 0
PARM, 5430809, SR3_RC_CHAN, 0
PARM, 5430834, SR3_RAW_CTRL, 0
PARM, 5430859, SR3_POSITION, 0
PARM, 5431028, SR3_EXTRA1, 0
PARM, 5431054, SR3_EXTRA2, 0
PARM, 5431080, SR3_EXTRA3, 0
PARM, 5431107, SR3_PARAMS, 0
PARM, 5431134, SR3_ADSB, 0
PARM, 5431161, AHRS_GPS_GAIN, 1
PARM, 5431186, AHRS_GPS_USE, 1
PARM, 5431340, AHRS_YAW_P, 0.2
PARM, 5431365, AHRS_RP_P, 0.2
PARM, 5431392, AHRS_WIND_MAX, 0
PARM, 5431538, AHRS_TRIM_X, -0.01234756
PARM, 5431564, AHRS_TRIM_Y, -0.002015547
PARM, 5431602, AHRS_TRIM_Z, 0
PARM, 5431631, AHRS_ORIENTATION, 4
PARM, 5431729, AHRS_COMP_BETA, 0.1
PARM, 5431759, AHRS_GPS_MINSATS, 6
PARM, 5431790, AHRS_EKF_TYPE, 2
PARM, 5431818, AHRS_CUSTOM_ROLL, 0
PARM, 5431846, AHRS_CUSTOM_PIT, 0
PARM, 5432066, AHRS_CUSTOM_YAW, 0
PARM, 5432095, MNT_DEFLT_MODE, 3
PARM, 5432122, MNT_RETRACT_X, 0
PARM, 5432147, MNT_RETRACT_Y, 0
PARM, 5432172, MNT_RETRACT_Z, 0
PARM, 5432200, MNT_NEUTRAL_X, 0
PARM, 5432304, MNT_NEUTRAL_Y, 0
PARM, 5432351, MNT_NEUTRAL_Z, 0
PARM, 5432378, MNT_STAB_ROLL, 0
PARM, 5432764, MNT_STAB_TILT, 0
PARM, 5432792, MNT_STAB_PAN, 0
PARM, 5432821, MNT_RC_IN_ROLL, 0
PARM, 5432848, MNT_ANGMIN_ROL, -4500
PARM, 5432875, MNT_ANGMAX_ROL, 4500
PARM, 5432906, MNT_RC_IN_TILT, 0
PARM, 5433079, MNT_ANGMIN_TIL, -4500
PARM, 5433108, MNT_ANGMAX_TIL, 4500
PARM, 5433140, MNT_RC_IN_PAN, 0
PARM, 5433169, MNT_ANGMIN_PAN, -4500
PARM, 5433199, MNT_ANGMAX_PAN, 4500
PARM, 5433312, MNT_JSTICK_SPD, 0
PARM, 5433364, MNT_LEAD_RLL, 0
PARM, 5433395, MNT_LEAD_PTCH, 0
PARM, 5433597, MNT_TYPE, 0
PARM, 5433638, LOG_BACKEND_TYPE, 1
PARM, 5433749, LOG_FILE_BUFSIZE, 16
PARM, 5433775, LOG_DISARMED, 1
